snippet,intent
"sqlite3.connect(database, timeout, detect_types, isolation_level, check_same_thread, factory, cached_statements, uri)","Opens a connection to the SQLite `database` file database . The `timeout` parameter specifies how long the connection should wait for the lock to go away until raising an exception . The `detect_types` parameter and the using custom converters registered with the module-level register_converter ( ) function allow you to easily do that . For the `isolation_level` parameter , please see the isolation_level property of Connection objects . By default , `check_same_thread` is True and only the creating thread may use the connection . By default returns a Connection object , unless a custom `factory` is given . If you want to explicitly set the number of statements that are cached for the connection , you can set the `cached_statements` parameter . If `uri` is true , database is interpreted as a URI ."
"asyncio.wait_for(aw, timeout, loop=None)",Wait for the `aw` awaitable to complete with a `timeout` . The `loop` argument is deprecated and scheduled for removal in Python 3.10 .
"loop.sendfile(transport, file, offset=0)",Send a `file` over a `transport` . `offset` tells from where to start reading the file .
"difflib.SequenceMatcher(a='', autojunk=True)",Optional argument `isjunk` must be None ( the default ) or `a` one-argument function that takes a sequence element and returns true if and only if the element is “ junk ” and should be ignored . The optional argument `autojunk` can be used to disable the automatic junk heuristic .
"getattr(object, name)",Return the value of the named attribute of `object` . `name` must be a string .
bz2.open(filename),"Open a bzip2-compressed file in binary or text `mode` , returning a file object . As with the constructor for BZ2File , the `filename` argument can be an actual filename ( a str or bytes object ) , or an existing file object to read from or write to ."
IMAP4.select(),Select a `mailbox` .
"logging.handlers.NTEventLogHandler(appname, dllname=None)","Returns a new instance of the NTEventLogHandler class . The `appname` is used to define the application name as it appears in the event log . The `dllname` should give the fully qualified pathname of a .dll or .exe which contains message definitions to hold in the log ( if not specified , 'win32service.pyd ' is used - this is installed with the Win32 extensions and contains some basic placeholder message definitions ."
"sorted(iterable, key=None)","Return a new sorted list from the items in `iterable` . `key` specifies a function of one argument that is used to extract a comparison key from each element in iterable ( for example , key=str.lower ) ."
list(iterable),"Rather than being a function , list is actually a mutable sequence type , as documented in Lists and Sequence Types — list , tuple , range . With arguments `iterable`."
"save_signals.match_value(self, k, dv, v)","Try to match a single stored value ( `dv` ) with a supplied value ( `v` ) . With arguments `self`, `k`."
io.StringIO(newline='\n'),"An in-memory stream for text I/O . If `newline` translation is enabled , newlines will be encoded as if by write ( ) ."
os.seteuid(euid),Set the current process ’ s effective user id . With arguments `euid`.
"mailbox.Maildir(dirname, factory=None, create=True)","A subclass of Mailbox for mailboxes in Maildir format . If create is True and the `dirname` path exists , it will be treated as an existing maildir without attempting to verify its directory layout . Parameter `factory` is a callable object that accepts a file-like message representation ( which behaves as if opened in binary mode ) and returns a custom representation . If `create` is True , the mailbox is created if it does not exist ."
io.BufferedReader(raw),"A buffer providing higher-level access to a readable , sequential RawIOBase object . When reading data from this object , a larger amount of data may be requested from the underlying `raw` stream , and kept in an internal buffer ."
del d[key],Remove d[key] from d.  Raises a KeyError if key is not in the map.
"dict(mapping, **kwarg)","Create a new dictionary . With arguments `mapping`, `**kwarg`."
"shape.addcomponent(poly, fill)","Example : With arguments `poly`, `fill`."
multiprocessing.Process(daemon=None),"Process objects represent activity that is run in a separate process . If provided , the keyword-only `daemon` argument sets the process daemon flag to True or False ."
Unpacker.set_position(position),Sets the data buffer unpack `position` to position .
"calendar.prcal(year, w=0, c=6)","Prints the calendar for an entire `year` as returned by calendar ( ) . With arguments `w`, `c`."
hash(object),Return the hash value of the `object` ( if it has one ) .
key in d,"Return True if d has a key key, else False."
"datetime.timedelta(days=0, microseconds=0)","All arguments are optional and default to 0 . Only `days` , `seconds` and `microseconds` are stored internally ."
"sorted(iterable, key=None, reverse=False)","Return a new sorted list from the items in `iterable` . `key` specifies a function of one argument that is used to extract a comparison key from each element in iterable ( for example , key=str.lower ) . `reverse` is a boolean value ."
str.expandtabs(tabsize=8),"Return a copy of the string where all tab characters are replaced by one or more spaces , depending on the current column and the given tab size . Tab positions occur every `tabsize` characters ( default is 8 , giving tab positions at columns 0 , 8 , 16 and so on ) ."
gc.collect(generation=2),"With no arguments , run a full collection . The optional argument `generation` may be an integer specifying which generation to collect ( from 0 to 2 ) ."
future.set_result(result),Mark the Future as done and set its `result` .
